NA NA
-117.629244	48.999277
-117.633644	48.994584
-117.637751	48.990477
-117.642151	48.986076
-117.644792	48.979916
-117.646552	48.973462
-117.649192	48.967595
-117.652712	48.962315
-117.657992	48.957914
-117.662099	48.954101
-117.667967	48.951461
-117.673247	48.947647
-117.679407	48.945007
-117.686154	48.942953
-117.692022	48.9409
-117.698769	48.938846
-117.704929	48.936206
-117.71197	48.934153
-117.717543	48.931806
-117.724584	48.930046
-117.730451	48.927112
-117.738372	48.926232
-117.745119	48.923885
-117.752746	48.922712
-117.76096	48.920952
-117.766534	48.918605
-117.774454	48.916845
-117.779735	48.913324
-117.784722	48.909804
-117.790002	48.905991
-117.795282	48.90159
-117.799389	48.89807
-117.804376	48.89455
-117.808777	48.889856
-117.813764	48.886336
-117.819044	48.882816
-117.824031	48.879295
-117.829311	48.875775
-117.834592	48.872255
-117.840459	48.869028
-117.845739	48.865801
-117.851606	48.862868
-117.858647	48.860814
-117.864807	48.858174
-117.871261	48.85612
-117.877422	48.85348
-117.881529	48.848786
-117.886809	48.845266
-117.893849	48.843213
-117.900597	48.841159
-117.907637	48.839106
-117.914091	48.837346
-117.920251	48.834412
-117.925238	48.830892
-117.930812	48.826492
-117.934919	48.822091
-117.937559	48.816811
-117.938733	48.811824
-117.94284	48.807717
-117.949587	48.805663
-117.956627	48.80361
-117.965135	48.803023
-117.975402	48.805077
-117.983616	48.80537
-117.991243	48.803903
-117.99799	48.80185
-118.003271	48.79833
-118.009431	48.794809
-118.013538	48.790996
-118.016178	48.785422
-118.017645	48.778381
-118.020285	48.772514
-118.026446	48.769581
-118.032606	48.766061
-118.038473	48.76342
-118.043754	48.759607
-118.049034	48.7555
-118.053141	48.751686
-118.056368	48.746699
-118.058715	48.741125
-118.058421	48.734085
-118.057541	48.729391
-118.055488	48.724111
-118.052554	48.719711
-118.049327	48.71531
-118.047567	48.710323
-118.04434	48.70563
-118.042873	48.700643
-118.039353	48.696242
-118.037886	48.691255
-118.03466	48.686562
-118.032899	48.681281
-118.032019	48.675707
-118.03554	48.670427
-118.040233	48.667787
-118.046394	48.665147
-118.053434	48.662213
-118.059888	48.660746
